specObjID,z,type,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,w1mpro,w1snr,w2mpro,w2snr,w3mpro,w3snr,w4mpro,w4snr
346945699348244480,0.1529897,ext,21.48903,19.881510000000002,18.73646,18.28829,17.93468,20.13595,18.41374,17.29733,16.849729999999997,16.493679999999998,0.1869794,0.1456931,0.1007898,0.07489762,0.05571007,14.302,39.3,14.100999999999999,25.7,12.595,3.2,9.056000000000001,1.0
348008652281505792,0.3346552,ext,22.39689,21.21959,19.95242,19.51949,19.080029999999997,21.596870000000003,20.46059,19.15407,18.72325,18.32834,0.1867932,0.145548,0.10068939999999998,0.07482302,0.05565458,14.537,36.4,13.633,32.6,10.457,19.8,7.987,7.6
348008657784432640,0.33460409999999996,ext,22.39689,21.21959,19.95242,19.51949,19.080029999999997,21.596870000000003,20.46059,19.15407,18.72325,18.32834,0.1867932,0.145548,0.10068939999999998,0.07482302,0.05565458,14.537,36.4,13.633,32.6,10.457,19.8,7.987,7.6
347994633508251648,0.14575539999999998,ext,21.468020000000003,19.892429999999997,18.86809,18.42833,18.049570000000003,20.19079,18.658,17.69604,17.251079999999998,16.91505,0.1829058,0.142519,0.09859396,0.07326588,0.05449635,14.415,37.5,14.225999999999999,24.2,11.6,7.5,9.21,0.6
347996013400713216,0.14569520000000002,ext,21.468020000000003,19.892429999999997,18.86809,18.42833,18.049570000000003,20.19079,18.658,17.69604,17.251079999999998,16.91505,0.1829058,0.142519,0.09859396,0.07326588,0.05449635,14.415,37.5,14.225999999999999,24.2,11.6,7.5,9.21,0.6
346944874714523648,0.14566189999999998,ext,21.468020000000003,19.892429999999997,18.86809,18.42833,18.049570000000003,20.19079,18.658,17.69604,17.251079999999998,16.91505,0.1829058,0.142519,0.09859396,0.07326588,0.05449635,14.415,37.5,14.225999999999999,24.2,11.6,7.5,9.21,0.6
347992714865829888,0.39170520000000003,ext,25.08395,22.0021,20.08169,19.39926,18.914,24.318620000000003,20.33314,18.55163,17.86259,17.46574,0.1873884,0.1460118,0.10101030000000001,0.07506146,0.05583194,14.588,36.4,14.323,23.5,12.905,2.3,9.163,0.5
352459475468183552,0.15406229999999999,ext,20.90578,19.65417,18.739060000000002,18.219179999999998,17.89387,19.08691,17.78654,16.91742,16.471420000000002,16.107470000000003,0.28436,0.2215714,0.1532821,0.11390499999999999,0.08472439999999999,13.62,43.6,13.315999999999999,35.0,9.994,26.7,8.107000000000001,7.1
352457276444928000,0.11830619999999999,ext,21.4122,19.448710000000002,18.497339999999998,18.08464,17.67326,20.447370000000003,18.55237,17.52226,17.1055,16.70235,0.2664986,0.20765389999999997,0.143654,0.10675029999999999,0.07940263,14.25,38.2,14.082,27.2,12.546,1.3,9.554,-0.7
352456726689114112,0.1249037,ext,21.41687,19.55259,18.62473,18.17926,17.91006,20.48276,18.5176,17.52137,17.10773,16.757379999999998,0.29209309999999994,0.22759690000000002,0.15745050000000002,0.11700260000000001,0.08702844,14.369000000000002,38.2,14.205,23.7,12.924000000000001,0.2,9.405,-0.5
352460300101904384,0.1291011,ext,21.76727,20.52287,19.871010000000002,19.4994,19.15482,19.54487,18.2907,17.6187,17.20986,17.028389999999998,0.27090929999999996,0.21109070000000002,0.1460316,0.1085171,0.0807168,14.607000000000001,35.4,14.308,23.7,10.635,16.7,9.084,2.7
352536716160034816,0.21882680000000002,ext,21.46358,20.34202,19.43561,18.97486,18.60476,20.004379999999998,18.81624,17.840889999999998,17.353189999999998,17.04276,0.2976499,0.23192680000000002,0.16044589999999997,0.11922850000000002,0.08868409,14.589,33.7,14.185,23.3,10.793,15.2,8.949,3.2
352460849857718272,0.8979118,ps,19.08586,18.880760000000002,18.70926,18.7726,18.64239,19.13719,18.87514,18.694670000000002,18.75522,18.64092,0.2765945,0.2155206,0.1490961,0.1107944,0.08241068,14.737,34.2,13.661,31.1,11.204,10.9,8.333,5.6
352537815671662592,0.1266638,ext,22.0601,20.20721,19.22479,18.7953,18.429289999999998,20.69677,18.77364,17.745520000000003,17.27986,16.97165,0.2683548,0.20910029999999996,0.1446546,0.10749389999999999,0.07995569,14.7,34.1,14.5,20.3,12.804,0.7,8.967,1.2
352470195706554368,0.02550551,ext,19.888820000000003,19.41225,19.308020000000003,19.16593,19.100820000000002,18.21013,17.37154,17.04522,16.866970000000002,16.77403,0.2780767,0.21667550000000002,0.1498951,0.1113881,0.08285231,14.970999999999998,31.5,14.876,15.8,12.046,4.9,8.808,1.6
352457001567021056,0.06779809,ext,21.30692,20.247770000000003,19.65859,19.30023,18.9925,19.30335,18.072210000000002,17.56586,17.26258,17.02596,0.2609513,0.2033315,0.1406638,0.10452830000000002,0.07774984,15.202,29.1,14.948,15.1,11.572000000000001,7.5,9.347999999999999,0.2
352538090549569536,-0.0004575149,ps,19.59471,18.31233,17.79823,17.595979999999997,17.49788,19.59519,18.28977,17.77425,17.56073,17.46185,0.2923622,0.2278067,0.1575956,0.1171104,0.08710864,16.175,17.0,16.098,5.6,13.032,-3.1,9.462,-0.3
352461674491439104,5.336934e-05,ps,18.75747,17.66489,17.50814,17.505129999999998,17.50704,18.77073,17.65083,17.507179999999998,17.50013,17.512179999999997,0.29070300000000004,0.2265138,0.1567012,0.1164458,0.08661428,16.676,12.0,17.079,0.4,13.003,-2.7,9.437999999999999,-0.9
352467996683298816,0.028516200000000002,ext,19.40556,18.22683,17.774379999999997,17.490660000000002,17.16977,17.86899,16.77618,16.305670000000003,16.0479,15.80229,0.2525236,0.19676470000000001,0.1361209,0.10115239999999999,0.07523882,13.404000000000002,43.1,13.205,36.9,9.106,43.7,7.297999999999999,13.2
